            Время    Канал: 0    Канал: 1 
             1659     -1.5918     -1.3428 
             1659     -1.6016     -1.2231 
             1659     -1.5918     -1.0840 
             1659     -1.6113     -0.9546 
             1659     -1.6016     -0.8545 
             1659     -1.5918     -0.7251 
             1659     -1.6406     -0.6177 
             1659     -1.6016     -0.4980 
             1659     -1.5820     -0.3687 
             1660     -1.5723     -0.2881 
             1660     -1.5820     -0.1880 
             1660     -1.5918     -0.1001 
             1660     -1.5820      0.0098 
             1660     -1.5625      0.1196 
             1660     -1.5527      0.2002 
             1660     -1.5527      0.3101 
             1660     -1.5723      0.4175 
             1660     -1.5918      0.5273 
             1660     -1.5332      0.6177 
             1661     -1.5430      0.7275 
             1661     -1.5234      0.8276 
             1661     -1.5234      0.9253 
             1661     -1.4819      1.0156 
             1661     -1.4429      1.0962 
             1661     -1.3623      1.1938 
             1661     -1.2939      1.2646 
             1661     -1.1646      1.3135 
             1661     -1.0352      1.4038 
             1661     -0.9448      1.4648 
             1662     -0.8154      1.5137 
             1662     -0.7251      1.5942 
             1662     -0.6567      1.6333 
             1662     -0.5664      1.7017 
             1662     -0.5176      1.7334 
             1662     -0.4468      1.7920 
             1662     -0.3882      1.8530 
             1662     -0.3589      1.9019 
             1662     -0.2881      1.9604 
             1662     -0.2686      2.0020 
             1663     -0.2173      2.0508 
             1663     -0.2075      2.1411 
             1663     -0.1489      2.1704 
             1663     -0.1489      2.2314 
             1663     -0.1196      2.3096 
             1663     -0.0879      2.3706 
             1663     -0.0488      2.4780 
             1663     -0.0195      2.5488 
             1663      0.0195      2.6489 
             1663      0.0610      2.7075 
             1664      0.0610      2.7783 
             1664      0.0903      2.8271 
             1664      0.1392      2.8882 
             1664      0.1709      2.9370 
             1664      0.2002      2.9956 
             1664      0.2197      3.0469 
             1664      0.2686      3.0957 
             1664      0.2686      3.1567 
             1664      0.3101      3.1958 
             1664      0.3394      3.2251 
             1665      0.3882      3.2764 
             1665      0.4077      3.3350 
             1665      0.4395      3.3643 
             1665      0.4590      3.4058 
             1665      0.4883      3.4546 
             1665      0.5078      3.4741 
             1665      0.5273      3.5132 
             1665      0.5371      3.5352 
             1665      0.5469      3.5547 
             1665      0.5786      3.5840 
             1666      0.6177      3.6133 
             1666      0.6372      3.6133 
             1666      0.6470      3.6230 
             1666      0.6567      3.6426 
             1666      0.6763      3.6548 
             1666      0.6885      3.6548 
             1666      0.6665      3.6230 
             1666      0.6763      3.6133 
             1666      0.6763      3.5742 
             1666      0.6982      3.4546 
             1667      0.6885      3.3545 
             1667      0.6763      3.2446 
             1667      0.6885      3.1567 
             1667      0.6470      3.0566 
             1667      0.6763      2.9565 
             1667      0.6567      2.8882 
             1667      0.6763      2.7979 
             1667      0.6177      2.7173 
             1667      0.6470      2.6196 
             1667      0.6665      2.5391 
             1668      0.6665      2.4487 
             1668      0.6372      2.3608 
             1668      0.6372      2.2705 
             1668      0.6567      2.1899 
             1668      0.6372      2.1021 
             1668      0.6372      2.0020 
             1668      0.6470      1.8921 
             1668      0.6177      1.8018 
             1668      0.6665      1.6821 
             1668      0.6567      1.5820 
             1669      0.6567      1.4429 
             1669      0.6177      1.3452 
             1669      0.6274      1.1938 
             1669      0.6372      1.0645 
             1669      0.6274      0.9351 
             1669      0.6372      0.8374 
             1669      0.6372      0.7080 
             1669      0.5786      0.5981 
             1669      0.6177      0.4980 
             1669      0.6177      0.3882 
             1670      0.6372      0.2686 
             1670      0.6079      0.1807 
             1670      0.6079      0.0806 
             1670      0.5981     -0.0098 
             1670      0.5884     -0.1196 
             1670      0.5884     -0.2075 
             1670      0.5786     -0.3174 
             1670      0.5591     -0.4175 
             1670      0.5786     -0.5176 
             1670      0.5884     -0.6177 
             1671      0.5371     -0.7153 
             1671      0.5469     -0.8252 
             1671      0.5591     -0.9351 
             1671      0.4785     -1.0059 
             1671      0.4395     -1.1035 
             1671      0.3784     -1.2036 
             1671      0.2588     -1.2842 
             1671      0.1489     -1.3721 
             1671      0.0195     -1.4429 
             1671     -0.0879     -1.4917 
             1672     -0.2075     -1.5723 
             1672     -0.3271     -1.6113 
             1672     -0.4077     -1.6724 
             1672     -0.4663     -1.7114 
             1672     -0.5566     -1.7700 
             1672     -0.6177     -1.8115 
             1672     -0.6567     -1.8799 
             1672     -0.7153     -1.9409 
             1672     -0.7568     -1.9702 
             1672     -0.7764     -2.0190 
             1673     -0.8447     -2.0898 
             1673     -0.8545     -2.1606 
             1673     -0.8862     -2.1997 
             1673     -0.9058     -2.2778 
             1673     -0.9155     -2.3486 
             1673     -0.9839     -2.4072 
             1673     -1.0156     -2.4780 
             1673     -1.0449     -2.5684 
             1673     -1.0742     -2.6367 
             1673     -1.0840     -2.7075 
             1674     -1.1133     -2.7563 
             1674     -1.1646     -2.8174 
             1674     -1.1743     -2.8760 
             1674     -1.2134     -2.9150 
             1674     -1.2134     -2.9761 
             1674     -1.2744     -3.0347 
             1674     -1.2842     -3.0859 
             1674     -1.3037     -3.1348 
             1674     -1.3232     -3.1836 
             1674     -1.3721     -3.2251 
             1675     -1.3818     -3.2739 
             1675     -1.3818     -3.3252 
             1675     -1.4429     -3.3643 
             1675     -1.4526     -3.4033 
             1675     -1.4624     -3.4546 
             1675     -1.5234     -3.4741 
             1675     -1.5430     -3.5229 
             1675     -1.5332     -3.5327 
             1675     -1.5820     -3.5522 
             1675     -1.6016     -3.5938 
             1676     -1.6113     -3.6133 
             1676     -1.6211     -3.6426 
             1676     -1.6309     -3.6328 
             1676     -1.6309     -3.6426 
             1676     -1.6211     -3.6426 
             1676     -1.6528     -3.6621 
             1676     -1.6724     -3.6426 
             1676     -1.6528     -3.6133 
             1676     -1.6406     -3.5840 
             1676     -1.6821     -3.4644 
             1677     -1.6528     -3.3545 
             1677     -1.6626     -3.2642 
             1677     -1.7017     -3.1738 
             1677     -1.6626     -3.0762 
